Nome: PIATA
Codigo Estacao: A430
Latitude: -13.155681
Longitude: -41.774125
Altitude: 1283.95
Situacao: Operante
Data Inicial: 2015-01-01
Data Final: 2019-12-31
Periodicidade da Medicao: Diaria

Data Medicao;PRECIPITACAO TOTAL, DIARIO (AUT)(mm);TEMPERATURA MEDIA, DIARIA (AUT)(°C);UMIDADE RELATIVA DO AR, MEDIA DIARIA (AUT)(%);
2016-10-20;null;20,954167;66,833333;
2016-10-21;null;20,995833;65,208333;
2016-10-22;null;21,3;61;
2016-10-23;null;20,875;61,125;
2016-10-24;null;20,7125;53,25;
2016-10-25;null;20,933333;60,75;
2016-10-26;null;21,329167;59,333333;
2016-10-27;null;21,416667;58,958333;
2016-10-28;null;23,395833;53,75;
2016-10-29;null;22,754167;60,083333;
2016-10-30;null;20,3375;61,541667;
2016-10-31;null;20,5875;61,666667;
2016-11-01;0;20,758333;58,25;
2016-11-02;0;21,154167;56,166667;
2016-11-03;0;20,175;55,666667;
2016-11-04;0;20,3375;57,875;
2016-11-05;0;17,904167;82,541667;
2016-11-06;2,6;18,85;70,583333;
2016-11-07;0;19,258333;73,25;
2016-11-08;0;19,525;68,75;
2016-11-09;0;19,7875;74,416667;
2016-11-10;,2;19,7;78,75;
2016-11-11;,2;20,091667;76,5;
2016-11-12;0;20,8125;72,083333;
2016-11-13;0;19,425;85,5;
2016-11-14;,6;19,9625;83,25;
2016-11-15;1,2;19,9125;85,458333;
2016-11-16;,8;18,35;92,375;
2016-11-17;4,2;20,016667;84,583333;
2016-11-18;,2;20,958333;81,458333;
2016-11-19;1,6;20,0375;83,208333;
2016-11-20;,8;17,491667;93,541667;
2016-11-21;0;18,454167;85,166667;
2016-11-22;0;21,308333;66,458333;
2016-11-23;0;22,225;60,333333;
2016-11-24;0;23,758333;54,875;
2016-11-25;0;23,004167;54,083333;
2016-11-26;0;21,029167;59,875;
2016-11-27;0;21,745833;53,625;
2016-11-28;0;22,441667;54,208333;
2016-11-29;0;23,229167;49,5;
2016-11-30;0;23,5625;54,583333;
2016-12-01;0;22,595833;58,375;
2016-12-02;0;21,6125;65;
2016-12-03;0;21,066667;74,666667;
2016-12-04;4,2;21,491667;74,916667;
2016-12-05;,4;22,075;71,75;
2016-12-06;,4;21,383333;75,833333;
2016-12-07;0;21,75;72,125;
2016-12-08;,2;20,366667;80,416667;
2016-12-09;1,2;20,879167;78,5;
2016-12-10;0;21,945833;67,291667;
2016-12-11;,4;20,891667;76,958333;
2016-12-12;,2;19,983333;85,041667;
2016-12-13;1,8;20,329167;84;
2016-12-14;0;21,041667;69,791667;
2016-12-15;0;21,583333;59,5;
2016-12-16;0;20,5875;66,083333;
2016-12-17;0;18,829167;72,041667;
2016-12-18;0;19,570833;68,041667;
2016-12-19;0;19,566667;67,291667;
2016-12-20;0;19,429167;69,5;
2016-12-21;0;19,7875;69,875;
2016-12-22;0;19,9875;73,25;
2016-12-23;,2;20,070833;72,458333;
2016-12-24;0;20,479167;72,333333;
2016-12-25;0;21,5375;63,833333;
2016-12-26;0;22,4875;60,333333;
2016-12-27;0;21,75;63,833333;
2016-12-28;0;20,625;65,125;
2016-12-29;0;20,833333;64,041667;
2016-12-30;0;20,329167;63,625;
2016-12-31;0;21,1375;59,5;
2017-01-01;0;21,958333;55,333333;
2017-01-02;0;21,979167;63,916667;
2017-01-03;,2;23,270833;54,666667;
2017-01-04;0;21,875;63,041667;
2017-01-05;0;22,375;55,708333;
2017-01-06;0;21,445833;56,041667;
2017-01-07;0;21,445833;54,125;
2017-01-08;0;20,958333;59,916667;
2017-01-09;0;22,008333;56,833333;
2017-01-10;0;23,0125;54,666667;
2017-01-11;0;23,120833;58,791667;
2017-01-12;0;22,0875;65,916667;
2017-01-13;,2;22,495833;66,25;
2017-01-14;0;22,129167;70,708333;
2017-01-15;0;22,2125;65,666667;
2017-01-16;0;21,804167;64,208333;
2017-01-17;0;22,0875;52,833333;
2017-01-18;0;21,566667;62,791667;
2017-01-19;0;22,554167;60,5;
2017-01-20;0;22,058333;57,416667;
2017-01-21;0;22,504167;56,041667;
2017-01-22;0;22,604167;58,916667;
2017-01-23;0;22,6;61,583333;
2017-01-24;0;22,079167;64,125;
2017-01-25;0;22,533333;60,583333;
2017-01-26;0;22,833333;54,333333;
2017-01-27;0;22,5;54,916667;
2017-01-28;0;21,320833;64,416667;
2017-01-29;0;20,2;71,25;
2017-01-30;0;21,491667;59,041667;
2017-01-31;0;22,1125;58,833333;
2017-02-01;0;21,820833;63,083333;
2017-02-02;0;21,075;71,916667;
2017-02-03;0;21,920833;68,708333;
2017-02-04;,2;21,7125;71,083333;
2017-02-05;0;21,15;71,583333;
2017-02-06;0;21,875;68,75;
2017-02-07;0;21,191667;76,416667;
2017-02-08;,2;20,3875;82,833333;
2017-02-09;1,6;19,466667;88,291667;
2017-02-10;,2;19,4125;83,583333;
2017-02-11;0;20,45;72,583333;
2017-02-12;0;19,520833;73,416667;
2017-02-13;,2;19,408333;75,791667;
2017-02-14;0;19,591667;65,291667;
2017-02-15;0;18,804167;79,375;
2017-02-16;0;19,691667;73,083333;
2017-02-17;0;21,470833;66,041667;
2017-02-18;0;21,608333;66;
2017-02-19;0;21,795833;60,708333;
2017-02-20;0;20,916667;63,916667;
2017-02-21;0;18,325;84,958333;
2017-02-22;1,4;19,958333;74,583333;
2017-02-23;0;21,0125;65,458333;
2017-02-24;0;20,641667;68,208333;
2017-02-25;0;22,370833;62,166667;
2017-02-26;0;22,020833;66,041667;
2017-02-27;0;23,116667;55,875;
2017-02-28;0;22,754167;63,458333;
2017-03-01;0;20,9875;75,208333;
2017-03-02;null;22,154167;67,041667;
2017-03-03;null;22,0625;57,166667;
2017-03-04;null;22,341667;57,791667;
2017-03-05;null;22,758333;53,708333;
2017-03-06;null;23,645833;51,916667;
2017-03-07;null;23,729167;52,375;
2017-03-08;null;22,975;54,041667;
2017-03-09;null;20,670833;50,083333;
2017-03-10;null;21,558333;59,75;
2017-03-11;null;20,441667;69,25;
2017-03-12;null;21,2625;62,875;
2017-03-13;null;22,125;60,833333;
2017-03-14;null;22,279167;59,916667;
2017-03-15;null;20,883333;63,75;
2017-03-16;null;19,520833;74,416667;
2017-03-17;null;20,775;72,333333;
2017-03-18;null;22,641667;66,166667;
2017-03-19;null;22,979167;63,208333;
2017-03-20;null;22,904167;59,916667;
2017-03-21;null;23,104167;57,875;
2017-03-22;null;21,725;71;
2017-03-23;null;21,85;65,75;
2017-03-24;null;21,404167;65,583333;
2017-03-25;null;22,65;59,708333;
2017-03-26;null;23,170833;59,541667;
2017-03-27;null;23,804167;55,5;
2017-03-28;null;23,75;57,666667;
2017-03-29;null;19,833333;84,083333;
2017-03-30;null;19,045833;91,625;
2017-03-31;null;19,708333;89,041667;
2017-04-01;null;18,720833;92,375;
2017-04-02;null;18,879167;85,958333;
2017-04-03;null;18,9625;89,833333;
2017-04-04;null;19,525;81,333333;
2017-04-05;null;19,85;78,458333;
2017-04-06;null;20,3625;77,916667;
2017-04-07;null;20,6125;66,583333;
2017-04-08;null;20,425;69,125;
2017-04-09;null;20,529167;68,958333;
2017-04-10;null;20,4375;67,916667;
2017-04-11;null;21,470833;67,708333;
2017-04-12;null;21,933333;66,583333;
2017-04-13;null;21,3625;71,666667;
2017-04-14;null;19,791667;76,708333;
2017-04-15;null;20,3125;69,833333;
2017-04-16;null;20,279167;69,291667;
2017-04-17;null;20,9125;72,083333;
2017-04-18;null;21,408333;70,458333;
2017-04-19;null;19,891667;70,958333;
2017-04-20;null;17,8875;86,625;
2017-04-21;null;19,45;76,625;
2017-04-22;null;20,495833;77;
2017-04-23;null;20,991667;75,041667;
2017-04-24;null;21,125;72,291667;
2017-04-25;null;20,770833;69,875;
2017-04-26;null;21,420833;68,625;
2017-04-27;null;22,341667;69;
2017-04-28;null;21,575;69;
2017-04-29;null;19,820833;72,291667;
2017-04-30;null;19,058333;76,291667;
2017-05-01;0;18,308333;74,208333;
2017-05-02;0;18,041667;80,833333;
2017-05-03;1,4;16,841667;91,125;
2017-05-04;,2;18,025;78,708333;
2017-05-05;,2;17,5;90,791667;
2017-05-06;,4;19,3125;79,5;
2017-05-07;0;19,779167;72,125;
2017-05-08;0;19,754167;71,375;
2017-05-09;0;20,3625;70,333333;
2017-05-10;0;20,491667;70,75;
2017-05-11;0;20,329167;64,75;
2017-05-12;0;19,466667;66,208333;
2017-05-13;0;18,925;70,041667;
2017-05-14;0;19,879167;65,125;
2017-05-15;0;21,929167;50,75;
2017-05-16;0;23,520833;42,416667;
2017-05-17;0;20,125;73,791667;
2017-05-18;,6;18,566667;87,958333;
2017-05-19;0;18,866667;81,666667;
2017-05-20;0;19,4875;79,458333;
2017-05-21;0;19,133333;80,625;
2017-05-22;0;19,183333;82,916667;
2017-05-23;,4;19,4375;79,5;
2017-05-24;0;19,620833;75,5;
2017-05-25;0;18,3875;82,208333;
2017-05-26;,2;17,833333;76,291667;
2017-05-27;0;18,541667;73,083333;
2017-05-28;,4;17,570833;87,458333;
2017-05-29;0;18,033333;72,083333;
2017-05-30;0;18,379167;68,041667;
2017-05-31;0;18,5;68,208333;
2017-06-01;0;19,770833;66,458333;
2017-06-02;0;20,825;64;
2017-06-03;0;20,370833;70,375;
2017-06-04;0;17,904167;86,666667;
2017-06-05;,2;18,1875;78,666667;
2017-06-06;0;18,291667;85,791667;
2017-06-07;,2;18,058333;81,25;
2017-06-08;,4;17,204167;85,25;
2017-06-09;,2;18,670833;71,416667;
2017-06-10;0;18,908333;66,833333;
2017-06-11;0;19,195833;59,25;
2017-06-12;0;18,725;69,125;
2017-06-13;0;18,283333;69,625;
2017-06-14;0;18,2375;69;
2017-06-15;0;17,666667;73,375;
2017-06-16;,4;17,1125;79,916667;
2017-06-17;0;17,145833;74,041667;
2017-06-18;0;17,25;65,25;
2017-06-19;0;18,025;64,083333;
2017-06-20;0;18,2375;66,75;
2017-06-21;0;17,8125;69,458333;
2017-06-22;0;15,95;78,541667;
2017-06-23;,2;15,929167;83,791667;
2017-06-24;,2;15,925;80,083333;
2017-06-25;0;15,5125;84,25;
2017-06-26;,4;15,1;86,666667;
2017-06-27;,4;15,0875;85,916667;
2017-06-28;,6;15,420833;87,5;
2017-06-29;,6;14,904167;85,708333;
2017-06-30;0;15,470833;82,416667;
2017-07-01;,4;16,958333;82,375;
2017-07-02;0;17,220833;75,333333;
2017-07-03;0;13,1875;86,958333;
2017-07-04;,2;12,145833;80,458333;
2017-07-05;0;12,941667;81,916667;
2017-07-06;,2;14,3625;85,125;
2017-07-07;0;15,0125;79,25;
2017-07-08;,4;14,216667;84,041667;
2017-07-09;,2;14,141667;81,416667;
2017-07-10;,2;15,941667;83,583333;
2017-07-11;1,2;15,583333;80,166667;
2017-07-12;0;15,941667;80;
2017-07-13;,6;15,025;85,708333;
2017-07-14;,2;14,275;85,041667;
2017-07-15;,2;15,066667;71,958333;
2017-07-16;0;15,454167;77,125;
2017-07-17;0;16,441667;79,041667;
2017-07-18;,2;15,454167;68,916667;
2017-07-19;0;15,483333;71;
2017-07-20;0;16,654167;74,958333;
2017-07-21;0;17,733333;74,041667;
2017-07-22;0;17,954167;61,75;
2017-07-23;0;16,425;57,125;
2017-07-24;0;14,945833;83,375;
2017-07-25;0;14,725;80,5;
2017-07-26;0;14,15;81;
2017-07-27;,2;14,991667;73,916667;
2017-07-28;0;14,745833;80,708333;
2017-07-29;,4;13,708333;85;
2017-07-30;,6;13,258333;83,25;
2017-07-31;,2;13,979167;82,041667;
2017-08-01;,2;14,55;77,875;
2017-08-02;0;17,491667;69,25;
2017-08-03;0;18,05;69,333333;
2017-08-04;0;18,908333;65,375;
2017-08-05;0;18,979167;62,625;
2017-08-06;0;17,104167;76,916667;
2017-08-07;0;16,358333;74,458333;
2017-08-08;0;17,358333;63;
2017-08-09;0;18,504167;54,75;
2017-08-10;0;19,120833;49,916667;
2017-08-11;0;18,8625;43,833333;
2017-08-12;0;17,516667;68,625;
2017-08-13;0;18,158333;65,541667;
2017-08-14;0;17,333333;61,208333;
2017-08-15;0;16,908333;59,625;
2017-08-16;0;16,458333;62,666667;
2017-08-17;,2;18,0375;59;
2017-08-18;0;18,35;60,333333;
2017-08-19;0;18,354167;58,708333;
2017-08-20;0;18,479167;63,208333;
2017-08-21;0;18,816667;64,416667;
2017-08-22;0;16,266667;82,666667;
2017-08-23;,8;16,145833;77,958333;
2017-08-24;,2;15,879167;80,583333;
2017-08-25;,4;15,0375;86,5;
2017-08-26;,2;16,458333;74,791667;
2017-08-27;0;17,308333;69,583333;
2017-08-28;0;17,883333;64,375;
2017-08-29;0;18,045833;60,875;
2017-08-30;0;18,366667;56,458333;
2017-08-31;0;18,733333;50,958333;
2017-09-01;0;17,433333;64,375;
2017-09-02;0;15,2625;79,416667;
2017-09-03;,6;14,195833;82,125;
2017-09-04;0;14,933333;73,375;
2017-09-05;0;15,945833;71,208333;
2017-09-06;0;17,654167;74;
2017-09-07;0;18,3625;74,708333;
2017-09-08;0;17,104167;77,041667;
2017-09-09;0;17,595833;69,666667;
2017-09-10;0;17,2875;72,375;
2017-09-11;0;17;71,541667;
2017-09-12;0;16,891667;61,833333;
2017-09-13;,2;16,545833;75,125;
2017-09-14;0;16,275;80,166667;
2017-09-15;,8;16,6875;71,208333;
2017-09-16;0;16,591667;74,833333;
2017-09-17;0;16,729167;77,291667;
2017-09-18;,2;17,208333;73,916667;
2017-09-19;0;16,179167;84,416667;
2017-09-20;,4;16,445833;76,5;
2017-09-21;0;16,383333;81,125;
2017-09-22;,2;16,033333;71,666667;
2017-09-23;0;16,816667;74,083333;
2017-09-24;,2;16,616667;76,666667;
2017-09-25;,2;17,004167;72,375;
2017-09-26;0;17,933333;67;
2017-09-27;0;18,616667;67,333333;
2017-09-28;0;20,608333;61,208333;
2017-09-29;0;20,058333;61,791667;
2017-09-30;0;20,583333;59,708333;
2017-10-01;0;20,491667;63,583333;
2017-10-02;0;21,316667;55,208333;
2017-10-03;0;21,725;55,791667;
2017-10-04;0;20,654167;59,458333;
2017-10-05;0;19,05;66,125;
2017-10-06;0;19,3;59,708333;
2017-10-07;0;19,504167;62,583333;
2017-10-08;0;19,5375;59,625;
2017-10-09;0;19,545833;63,833333;
2017-10-10;0;19,141667;60,208333;
2017-10-11;0;19,316667;56,5;
2017-10-12;0;19,825;56,458333;
2017-10-13;0;20,125;57,958333;
2017-10-14;0;21,7375;54,083333;
2017-10-15;0;22,8625;53,75;
2017-10-16;0;20,120833;53,791667;
2017-10-17;0;17,291667;69,375;
2017-10-18;0;16,683333;80,208333;
2017-10-19;0;19,295833;67,333333;
2017-10-20;0;21,770833;57,666667;
2017-10-21;0;21,8875;56,125;
2017-10-22;0;21,816667;55,25;
2017-10-23;0;21,316667;54,166667;
2017-10-24;0;20,845833;58,666667;
2017-10-25;0;20,775;60,125;
2017-10-26;0;21,129167;56,083333;
2017-10-27;0;21,975;57,666667;
2017-10-28;0;22,304167;59,041667;
2017-10-29;0;23,3625;51,375;
2017-10-30;0;23,5125;44,333333;
2017-10-31;0;21,9875;58,25;
2017-11-01;0;20,295833;79,291667;
2017-11-02;null;19,279167;85,791667;
2017-11-03;null;17,283333;90,125;
2017-11-04;null;19,15;76,5;
2017-11-05;null;20,258333;78,5;
2017-11-06;null;19,8875;84,833333;
2017-11-07;null;18,025;89,291667;
2017-11-08;null;18,6875;76,875;
2017-11-09;null;18,891667;81,041667;
2017-11-10;null;19,741667;73,875;
2017-11-11;null;20,683333;69,708333;
2017-11-12;null;21,6;76,25;
2017-11-13;null;19,408333;88,875;
2017-11-14;null;17,958333;89,958333;
2017-11-15;null;17,2375;78,041667;
2017-11-16;null;18,608333;74,041667;
2017-11-17;null;18,883333;72,666667;
2017-11-18;null;20,1;70,416667;
2017-11-19;null;20,9;69,583333;
2017-11-20;null;21,083333;74,583333;
2017-11-21;null;20,741667;71,333333;
2017-11-22;null;20,7875;70,291667;
2017-11-23;null;21,775;68,75;
2017-11-24;null;21,129167;66,916667;
2017-11-25;null;18,908333;77,875;
2017-11-26;null;20,425;64,041667;
2017-11-27;null;20,883333;64,041667;
2017-11-28;null;21,204167;61,708333;
2017-11-29;null;21,8375;55,583333;
2017-11-30;null;20,141667;69,666667;
2017-12-01;0;20,691667;70,625;
2017-12-02;2,4;19,983333;79,625;
2017-12-03;0;20,541667;76,583333;
2017-12-04;0;23,216667;58,166667;
2017-12-05;0;24,0625;53,458333;
2017-12-06;0;23,145833;64,708333;
2017-12-07;,2;20,866667;79,916667;
2017-12-08;1,2;20,8375;78,875;
2017-12-09;11,8;20,316667;81,291667;
2017-12-10;17;19,208333;85,208333;
2017-12-11;1,4;20,691667;71,166667;
2017-12-12;1,8;21,233333;78,166667;
2017-12-13;4,8;19,4875;89,041667;
2017-12-14;2,2;19,9875;70,791667;
2017-12-15;0;20,225;66,541667;
2017-12-16;,2;19,641667;67,875;
2017-12-17;0;20,320833;66,208333;
2017-12-18;0;20,458333;74,416667;
2017-12-19;7,8;20,35;69,125;
2017-12-20;0;20,645833;68,25;
2017-12-21;0;21,3375;64,5;
2017-12-22;0;21,241667;66,458333;
2017-12-23;0;21,295833;65,833333;
2017-12-24;0;22,008333;60,5;
2017-12-25;0;22,083333;62,083333;
2017-12-26;0;22,291667;61,916667;
2017-12-27;0;22,379167;62,458333;
2017-12-28;0;22,883333;59,375;
2017-12-29;0;22,35;66,916667;
2017-12-30;0;22,654167;67,041667;
2017-12-31;,2;22,3625;66,875;
2018-01-01;0;23,079167;64,166667;
2018-01-02;0;22,9125;64,166667;
2018-01-03;0;21,720833;68,25;
2018-01-04;16,2;21,525;73,75;
2018-01-05;16,8;19,995833;73,416667;
2018-01-06;0;20,891667;65,083333;
2018-01-07;0;20,6;64;
2018-01-08;,2;20,954167;58,083333;
2018-01-09;0;20,5125;67,583333;
2018-01-10;1,2;18,35;83,416667;
2018-01-11;31,6;18,516667;79,25;
2018-01-12;6,6;20,45;64,875;
2018-01-13;0;20,9625;66,291667;
2018-01-14;0;20,625;71,375;
2018-01-15;,8;21,433333;62,083333;
2018-01-16;0;20,783333;58,791667;
2018-01-17;0;20,2375;56,333333;
2018-01-18;0;19,616667;69,875;
2018-01-19;1,6;20,808333;63,833333;
2018-01-20;0;21,125;63,5;
2018-01-21;0;22,616667;52;
2018-01-22;0;22,15;59,208333;
2018-01-23;0;21,716667;63,125;
2018-01-24;0;21,983333;56,25;
2018-01-25;0;20,429167;71,833333;
2018-01-26;12,8;20,533333;73,875;
2018-01-27;0;21,804167;67,708333;
2018-01-28;0;22,295833;64,916667;
2018-01-29;3;22,095833;67,125;
2018-01-30;0;22,7;60,083333;
2018-01-31;0;21,816667;72,791667;
2018-02-01;18,6;20,883333;76,833333;
2018-02-02;0;22,1625;67,958333;
2018-02-03;1,2;19,9125;83,083333;
2018-02-04;18,2;18,8125;89,541667;
2018-02-05;16,4;19,583333;81,625;
2018-02-06;3,6;19,441667;89,25;
2018-02-07;12,4;19,616667;90,041667;
2018-02-08;6,2;20,375;84,208333;
2018-02-09;9,6;20,408333;77,75;
2018-02-10;0;21,129167;68,541667;
2018-02-11;,4;19,945833;77,875;
2018-02-12;,6;21,145833;62,958333;
2018-02-13;0;20,970833;67;
2018-02-14;0;20,2875;69,208333;
2018-02-15;0;19,783333;75,375;
2018-02-16;2,8;19,620833;77,041667;
2018-02-17;4,6;19,558333;78,416667;
2018-02-18;6,8;20,1875;77,916667;
2018-02-19;13,4;21,8;70,125;
2018-02-20;0;22,104167;68,333333;
2018-02-21;0;22,516667;66,166667;
2018-02-22;0;22,020833;69,708333;
2018-02-23;3,2;21,2875;77,833333;
2018-02-24;10;21,9625;72,625;
2018-02-25;1,4;21,004167;78,333333;
2018-02-26;5,4;21,2;64,208333;
2018-02-27;,2;21,666667;62,166667;
2018-02-28;0;22,0875;62;
2018-03-01;0;22,366667;56,875;
2018-03-02;0;22,6;58,333333;
2018-03-03;0;23,1125;53,333333;
2018-03-04;0;23,083333;56,583333;
2018-03-05;0;22,633333;64,708333;
2018-03-06;8,6;22,608333;71,416667;
2018-03-07;,2;21,458333;80,083333;
2018-03-08;8,4;19,65;87,5;
2018-03-09;3,2;20,504167;81,458333;
2018-03-10;20,6;21,2375;82,208333;
2018-03-11;12,8;20,179167;83,375;
2018-03-12;1,4;21,6375;77,708333;
2018-03-13;5,4;20,7625;83,5;
2018-03-14;13;21,716667;78,375;
2018-03-15;0;22,1625;72,208333;
2018-03-16;0;21,2875;76,333333;
2018-03-17;0;21,075;78,25;
2018-03-18;18,4;20,1;84,041667;
2018-03-19;13,2;20,6875;78,416667;
2018-03-20;3,4;20,620833;78,916667;
2018-03-21;0;21,183333;74,25;
2018-03-22;0;21,620833;72,208333;
2018-03-23;0;20,0625;78,041667;
2018-03-24;16,6;19,283333;82,666667;
2018-03-25;6,2;18,679167;82,916667;
2018-03-26;9,4;18,945833;73,833333;
2018-03-27;,2;19,541667;73,791667;
2018-03-28;,6;19,445833;80,791667;
2018-03-29;19;18,916667;82,541667;
2018-03-30;2,8;19,1125;77,166667;
2018-03-31;,4;20,158333;75,166667;
2018-04-01;0;20,816667;70,583333;
2018-04-02;0;21,0125;71,083333;
2018-04-03;0;21,379167;69,25;
2018-04-04;0;22,375;66,416667;
2018-04-05;0;22,366667;69,541667;
2018-04-06;0;21,3;68;
2018-04-07;0;20,841667;66,75;
2018-04-08;0;20,8875;61,5;
2018-04-09;0;19,695833;70,125;
2018-04-10;12;18,691667;84,625;
2018-04-11;3,2;17,670833;85,708333;
2018-04-12;23,4;17,925;87,333333;
2018-04-13;14;18,2625;89,75;
2018-04-14;10,8;18,816667;83,041667;
2018-04-15;13;18,875;81,375;
2018-04-16;9,6;18,8625;81,541667;
2018-04-17;,6;18,6625;77,583333;
2018-04-18;19,6;16,554167;90,916667;
2018-04-19;3,4;18,295833;80,208333;
2018-04-20;0;19,283333;78,125;
2018-04-21;,2;19,2875;78,5;
2018-04-22;,4;18,4;78,416667;
2018-04-23;0;19,183333;76,5;
2018-04-24;1;19,004167;77,916667;
2018-04-25;1;19,045833;78,541667;
2018-04-26;,2;19,35;76,75;
2018-04-27;0;19,8125;73,125;
2018-04-28;0;20,095833;71,041667;
2018-04-29;,4;18,775;78,625;
2018-04-30;,6;17,570833;84,083333;
2018-05-01;,2;20,1625;71,458333;
2018-05-02;0;19,370833;82,166667;
2018-05-03;6,8;19,154167;79,125;
2018-05-04;2,8;18,520833;88,5;
2018-05-05;7,6;17,595833;87,166667;
2018-05-06;2,4;18,675;74,416667;
2018-05-07;0;18,820833;72,708333;
2018-05-08;0;18,683333;71,791667;
2018-05-09;0;18,6;69,666667;
2018-05-10;0;17,975;67,083333;
2018-05-11;0;17,883333;75,458333;
2018-05-12;0;20,391667;69,916667;
2018-05-13;0;19,616667;74,75;
2018-05-14;0;20,091667;70,291667;
2018-05-15;6;17,566667;82,166667;
2018-05-16;,4;18,208333;78,875;
2018-05-17;,4;19,395833;81,75;
2018-05-18;2,2;20,054167;70,958333;
2018-05-19;,2;19,791667;71,583333;
2018-05-20;0;20,683333;64,375;
2018-05-21;0;21,741667;60,541667;
2018-05-22;0;20,220833;69,083333;
2018-05-23;,6;19,758333;75,708333;
2018-05-24;22,2;18,15;77,25;
2018-05-25;1,4;16,491667;87,875;
2018-05-26;7,2;15,8625;86,75;
2018-05-27;9,8;16,016667;91,333333;
2018-05-28;2,2;16,033333;87,833333;
2018-05-29;15;15,641667;89,958333;
2018-05-30;2,8;16,3;77,875;
2018-05-31;0;16,683333;75,375;
2018-06-01;0;17,545833;73,875;
2018-06-02;3,2;17,854167;89,291667;
2018-06-03;11,4;18,904167;88,791667;
2018-06-04;8,2;18,3375;84,875;
2018-06-05;,8;17,4125;83,291667;
2018-06-06;2,4;18,2125;82,458333;
2018-06-07;,2;18,658333;74,791667;
2018-06-08;0;19,358333;71,708333;
2018-06-09;0;18,883333;77,166667;
2018-06-10;,4;18,1625;81;
2018-06-11;,6;18,358333;71,875;
2018-06-12;0;18,458333;73,458333;
2018-06-13;,4;18,404167;78,25;
2018-06-14;,8;18,145833;72,5;
2018-06-15;0;18,033333;72,625;
2018-06-16;0;17,458333;67,458333;
2018-06-17;1,2;17,570833;71,541667;
2018-06-18;0;16,604167;72,5;
2018-06-19;,6;15,979167;80,375;
2018-06-20;,4;15,816667;83,708333;
2018-06-21;1,4;16,0875;81,708333;
2018-06-22;1,8;17,233333;65,458333;
2018-06-23;0;17,916667;66,125;
2018-06-24;0;17,995833;65,458333;
2018-06-25;0;16,975;68,125;
2018-06-26;1,6;16,7625;72,333333;
2018-06-27;0;17,016667;73,041667;
2018-06-28;0;16,529167;76,291667;
2018-06-29;,8;16,429167;79,958333;
2018-06-30;10,4;17,004167;76,916667;
2018-07-01;3,6;17,604167;76,583333;
2018-07-02;1;18,229167;70,083333;
2018-07-03;0;18,079167;70,5;
2018-07-04;0;17,654167;66,25;
2018-07-05;,2;16,154167;75,291667;
2018-07-06;,6;17,033333;73,916667;
2018-07-07;0;17,325;72,208333;
2018-07-08;,2;17,7125;64,958333;
2018-07-09;0;17,45;68,708333;
2018-07-10;0;17,65;62,958333;
2018-07-11;0;17,979167;60,75;
2018-07-12;0;18,145833;62,375;
2018-07-13;0;17,958333;70,041667;
2018-07-14;2,4;16,8875;79,25;
2018-07-15;,8;17,233333;74,625;
2018-07-16;0;17,25;69,208333;
2018-07-17;4;16,370833;84,708333;
2018-07-18;6;16,370833;75,25;
2018-07-19;0;16,8;71,125;
2018-07-20;1,8;15,795833;82,458333;
2018-07-21;3,2;16,516667;71,75;
2018-07-22;,2;16,0375;68,333333;
2018-07-23;0;16,329167;70;
2018-07-24;,6;15,666667;78,5;
2018-07-25;4;14,95;81,916667;
2018-07-26;,2;16,054167;75,125;
2018-07-27;,2;16,020833;70,625;
2018-07-28;0;16,854167;63,833333;
2018-07-29;0;17,216667;66;
2018-07-30;0;16,9125;63,708333;
2018-07-31;0;18,129167;60,375;
2018-08-01;0;18,579167;61,916667;
2018-08-02;0;18,7625;61,958333;
2018-08-03;0;18,316667;63,208333;
2018-08-04;0;19,1125;62,416667;
2018-08-05;0;20,175;58,125;
2018-08-06;0;20,0875;60,708333;
2018-08-07;0;19,604167;63,375;
2018-08-08;0;18,504167;68,333333;
2018-08-09;0;18,7375;67,333333;
2018-08-10;0;20,045833;60,75;
2018-08-11;0;21,025;56,958333;
2018-08-12;0;21,725;55,208333;
2018-08-13;0;20,470833;67;
2018-08-14;0;20,395833;65,208333;
2018-08-15;0;19,841667;62,833333;
2018-08-16;0;19,5125;65,625;
2018-08-17;0;18,020833;72,375;
2018-08-18;0;16,658333;76,333333;
2018-08-19;,2;17,183333;75,041667;
2018-08-20;0;17,5625;75,958333;
2018-08-21;,4;17,741667;79,333333;
2018-08-22;,2;18,129167;75,666667;
2018-08-23;0;18,2;67,916667;
2018-08-24;0;19,15;61,25;
2018-08-25;0;19,025;64,958333;
2018-08-26;0;18,729167;62,291667;
2018-08-27;0;17,933333;57,708333;
2018-08-28;2,2;16,029167;82,208333;
2018-08-29;7,6;16,279167;70,166667;
2018-08-30;1;16,320833;74,583333;
2018-08-31;2,4;15,6375;82,208333;
2018-09-01;1,8;17,120833;62,791667;
2018-09-02;0;18,1875;60,291667;
2018-09-03;0;20,404167;56,208333;
2018-09-04;0;21,016667;57,125;
2018-09-05;0;20,516667;68,333333;
2018-09-06;0;18,808333;73,083333;
2018-09-07;0;18,791667;69,625;
2018-09-08;0;17,7625;70,125;
2018-09-09;0;17,541667;66,666667;
2018-09-10;0;18,8875;64,208333;
2018-09-11;0;19,358333;67,083333;
2018-09-12;0;20,141667;55,166667;
2018-09-13;0;18,183333;59,666667;
2018-09-14;0;17,808333;68,875;
