,datahora,satelite,pais,estado,municipio,bioma,diasemchuva,precipitacao,riscofogo,latitude,longitude,frp,areaprotegida
0,2019/08/03 21:44:05,GOES-16,Brasil,BAHIA,MUCUGE,Caatinga,55,0.0,1.0,-13.03,-41.42,,PARNA DA CHAPADA DA DIAMANTINA
1,2019/08/25 21:04:09,MSG-03,Brasil,BAHIA,MUCUGE,Caatinga,100,0.1,1.0,-13.1,-41.5,,PARNA DA CHAPADA DA DIAMANTINA
2,2019/08/25 03:45:30,NOAA-20,Brasil,BAHIA,MUCUGE,Caatinga,99,0.0,1.0,-13.2425,-41.32318,,PARNA DA CHAPADA DA DIAMANTINA
3,2019/08/08 16:35:16,NOAA-20,Brasil,BAHIA,MUCUGE,Caatinga,77,0.0,1.0,-13.10438,-41.4237,,PARNA DA CHAPADA DA DIAMANTINA
4,2019/08/23 13:30:00,TERRA_M-T,Brasil,BAHIA,MUCUGE,Caatinga,98,0.0,1.0,-13.138,-41.464,37.3,PARNA DA CHAPADA DA DIAMANTINA
5,2019/08/25 13:15:00,TERRA_M-T,Brasil,BAHIA,MUCUGE,Caatinga,100,0.1,1.0,-13.225999999999999,-41.357,10.4,PARNA DA CHAPADA DA DIAMANTINA
6,2019/08/20 15:24:00,NPP-375,Brasil,BAHIA,MUCUGE,Caatinga,89,0.0,1.0,-13.10207,-41.42503,7.1,PARNA DA CHAPADA DA DIAMANTINA
7,2019/08/08 16:32:25,NOAA-20,Brasil,BAHIA,MUCUGE,Caatinga,77,0.0,1.0,-13.104389999999999,-41.42372,,PARNA DA CHAPADA DA DIAMANTINA
8,2019/08/25 04:36:00,NPP-375,Brasil,BAHIA,MUCUGE,Caatinga,98,0.0,1.0,-13.242029999999998,-41.32071,1.7,PARNA DA CHAPADA DA DIAMANTINA
9,2019/08/25 03:45:30,NOAA-20,Brasil,BAHIA,MUCUGE,Caatinga,98,0.0,1.0,-13.243229999999999,-41.318909999999995,,PARNA DA CHAPADA DA DIAMANTINA
