,datahora,satelite,pais,estado,municipio,bioma,diasemchuva,precipitacao,riscofogo,latitude,longitude,frp,areaprotegida
0,2016/04/07 16:30:00,NPP-375,Brasil,BAHIA,ITAETE,Caatinga,4,0.0,1.0,-13.15461,-41.05746,,PARNA DA CHAPADA DA DIAMANTINA
1,2016/04/30 15:59:00,NPP-375,Brasil,BAHIA,IBICOARA,Caatinga,13,0.4,0.9,-13.385879999999998,-41.19647,,PARNA DA CHAPADA DA DIAMANTINA
2,2016/04/08 16:12:00,NPP-375,Brasil,BAHIA,IRAQUARA,Caatinga,1,0.0,1.0,-12.376510000000001,-41.43707,,PARNA DA CHAPADA DA DIAMANTINA
3,2016/04/25 15:53:00,NPP-375,Brasil,BAHIA,MUCUGE,Caatinga,7,0.0,1.0,-12.81007,-41.48511,,PARNA DA CHAPADA DA DIAMANTINA
4,2016/04/25 15:53:00,NPP-375,Brasil,BAHIA,MUCUGE,Caatinga,7,0.0,1.0,-12.80953,-41.48085,,PARNA DA CHAPADA DA DIAMANTINA
5,2016/04/08 16:12:00,NPP-375,Brasil,BAHIA,IRAQUARA,Caatinga,1,0.0,1.0,-12.37595,-41.43315,,PARNA DA CHAPADA DA DIAMANTINA
6,2016/04/30 21:01:59,NOAA-18,Brasil,BAHIA,PALMEIRAS,Caatinga,26,0.0,1.0,-12.668,-41.538999999999994,,PARNA DA CHAPADA DA DIAMANTINA
7,2016/04/25 17:19:22,NOAA-19,Brasil,BAHIA,MUCUGE,Caatinga,7,0.0,1.0,-12.818,-41.496,,PARNA DA CHAPADA DA DIAMANTINA
8,2016/04/19 13:12:00,TERRA_M-T,Brasil,BAHIA,MUCUGE,Caatinga,10,0.2,1.0,-13.009,-41.492,,PARNA DA CHAPADA DA DIAMANTINA
9,2016/04/30 15:59:00,NPP-375,Brasil,BAHIA,IBICOARA,Caatinga,13,0.4,0.9,-13.38991,-41.19603,,PARNA DA CHAPADA DA DIAMANTINA
10,2016/04/08 16:21:00,AQUA_M-T,Brasil,BAHIA,IRAQUARA,Caatinga,1,0.0,1.0,-12.382,-41.431000000000004,,PARNA DA CHAPADA DA DIAMANTINA
11,2016/04/30 21:01:58,NOAA-18,Brasil,BAHIA,PALMEIRAS,Caatinga,25,0.0,1.0,-12.675999999999998,-41.527,,PARNA DA CHAPADA DA DIAMANTINA
12,2016/04/25 17:19:22,NOAA-19,Brasil,BAHIA,MUCUGE,Caatinga,7,0.0,0.9,-12.819,-41.504,,PARNA DA CHAPADA DA DIAMANTINA
13,2016/04/29 16:18:00,NPP-375,Brasil,BAHIA,MUCUGE,Caatinga,9,0.5,1.0,-13.00436,-41.47544,,PARNA DA CHAPADA DA DIAMANTINA
14,2016/04/29 01:21:00,TERRA_M-M,Brasil,BAHIA,MUCUGE,Caatinga,9,0.9,0.9,-13.243,-41.338,,PARNA DA CHAPADA DA DIAMANTINA
15,2016/04/25 17:19:22,NOAA-19,Brasil,BAHIA,MUCUGE,Caatinga,6,0.0,1.0,-12.829,-41.501999999999995,,PARNA DA CHAPADA DA DIAMANTINA
16,2016/04/30 21:01:59,NOAA-18,Brasil,BAHIA,PALMEIRAS,Caatinga,26,0.0,1.0,-12.665999999999999,-41.53,,PARNA DA CHAPADA DA DIAMANTINA
17,2016/04/27 16:56:00,NPP-375,Brasil,BAHIA,ANDARAI,Caatinga,13,0.0,1.0,-12.63748,-41.3022,,PARNA DA CHAPADA DA DIAMANTINA
18,2016/04/25 15:53:00,NPP-375,Brasil,BAHIA,MUCUGE,Caatinga,7,0.0,1.0,-12.81067,-41.48982,,PARNA DA CHAPADA DA DIAMANTINA
19,2016/04/23 03:57:00,NPP-375,Brasil,BAHIA,PALMEIRAS,Caatinga,9,0.0,0.9,-12.40925,-41.48571,,PARNA DA CHAPADA DA DIAMANTINA
20,2016/04/30 21:01:59,NOAA-18,Brasil,BAHIA,PALMEIRAS,Caatinga,26,0.0,1.0,-12.664000000000001,-41.521,,PARNA DA CHAPADA DA DIAMANTINA
21,2016/04/25 15:53:00,NPP-375,Brasil,BAHIA,MUCUGE,Caatinga,7,0.0,1.0,-12.81457,-41.48438,,PARNA DA CHAPADA DA DIAMANTINA
22,2016/04/25 17:19:22,NOAA-19,Brasil,BAHIA,MUCUGE,Caatinga,6,0.0,1.0,-12.828,-41.494,,PARNA DA CHAPADA DA DIAMANTINA
23,2016/04/11 16:56:00,NPP-375,Brasil,BAHIA,MUCUGE,Caatinga,8,0.0,1.0,-13.00783,-41.493,,PARNA DA CHAPADA DA DIAMANTINA
24,2016/04/25 15:53:00,NPP-375,Brasil,BAHIA,MUCUGE,Caatinga,8,0.0,1.0,-12.80616,-41.49046,,PARNA DA CHAPADA DA DIAMANTINA
25,2016/04/06 16:49:00,NPP-375,Brasil,BAHIA,MUCUGE,Caatinga,3,0.0,1.0,-13.01016,-41.49382,,PARNA DA CHAPADA DA DIAMANTINA
