Data Medicao,DIRECAO PREDOMINANTE DO VENTO; MENSAL(° (gr)),EVAPORACAO DO PICHE; MENSAL(mm),EVAPOTRANSPIRACAO POTENCIAL; BH MENSAL(mm),EVAPOTRANSPIRACAO REAL; BH MENSAL(mm),INSOLACAO TOTAL; MENSAL(h),NEBULOSIDADE; MEDIA MENSAL(décimos),NUMERO DE DIAS COM PRECIP; PLUV; MENSAL(número),PRECIPITACAO TOTAL; MENSAL(mm),PRESSAO ATMOSFERICA AO NIVEL DO MAR; MEDIA MENSAL(mB),PRESSAO ATMOSFERICA; MEDIA MENSAL(mB),TEMPERATURA MAXIMA MEDIA; MENSAL(°C),TEMPERATURA MEDIA COMPENSADA; MENSAL(°C),TEMPERATURA MINIMA MEDIA; MENSAL(°C),UMIDADE RELATIVA DO AR; MEDIA MENSAL(%),VENTO; VELOCIDADE MAXIMA MENSAL(m/s),VENTO; VELOCIDADE MEDIA MENSAL(m/s),VISIBILIDADE; MEDIA MENSAL(codigo),Unnamed: 18,Latitude,Longitude
2017-06-30,18.0,85.0,73.399726,33.603884,189.7,7.466667,,26.7,1017.71,967.9,27.573333,21.676,15.573332999999998,79.06666700000001,4.2,2.341111,44.555556,,"-12.557854
","-41.388808
"
2017-07-31,18.0,100.0,60.03850500000001,50.570622,178.0,8.290322999999999,,49.4,1021.3139779999999,971.019355,26.054839,19.920645,13.583870999999998,80.314516,5.0,2.3774189999999997,44.301075,,"-12.557854
","-41.388808
"
2017-08-31,18.0,129.4,77.929988,14.952207999999999,208.8,5.978495,,9.8,1017.6849460000001,967.8494619999999,29.145160999999998,21.705806,15.845161,72.653226,5.0,2.175,42.795699,,"-12.557854
","-41.388808
"
2017-09-30,18.0,,86.919524,45.937886,197.3,8.5,,44.1,1018.5922220000001,968.913333,29.05,22.618667000000002,17.223333,68.966667,5.1444,2.7854330000000003,95.233333,,"-12.557854
","-41.388808
"
2017-10-31,9.0,,129.03712099999998,5.36457,261.6,5.8736559999999995,,2.9,1014.064516,965.2354839999999,33.174194,25.529677,19.309677,58.314516000000005,5.1444,2.3454040000000003,96.129032,,"-12.557854
","-41.388808
"
2017-11-30,18.0,,107.03226200000002,107.03226200000002,135.2,8.125,,161.0,1012.295556,963.182222,29.74,23.964667000000002,18.986667,74.133333,5.1444,1.903428,95.93333299999999,,"-12.557854
","-41.388808
"
2017-12-31,18.0,,129.50371299999998,81.331873,168.4,7.728495,,51.6,1011.635484,962.794624,31.638709999999996,25.232257999999998,19.512903,69.233871,5.1444,1.8807479999999999,96.086022,,"-12.557854
","-41.388808
"
2018-01-31,18.0,,135.992067,74.212547,230.8,7.446236999999999,,60.9,1012.2440859999999,963.463441,33.167742,25.772257999999997,19.154839000000003,65.822581,5.1444,1.9360650000000001,96.16129000000001,,"-12.557854
","-41.388808
"
2018-02-28,18.0,,115.23077099999999,115.23077099999999,179.8,8.229167,,126.0,1011.333333,962.4952380000001,31.492857,25.210714000000003,19.171429,70.089286,5.1444,1.788291,96.154762,,"-12.557854
","-41.388808
"
2018-03-31,9.0,,122.96281699999999,122.96281699999999,201.8,7.836022,,229.8,1011.406452,962.5806449999999,32.038709999999995,25.141289999999998,18.667742,73.701613,5.1444,1.897343,96.16129000000001,,"-12.557854
","-41.388808
"
2018-04-30,18.0,,96.288606,93.878502,180.5,8.430556,,73.5,1014.053333,964.815556,29.576666999999997,23.608,17.683332999999998,77.783333,5.1444,2.05776,96.1,,"-12.557854
","-41.388808
"
2018-05-31,18.0,,86.041353,81.343462,180.9,8.104839,,68.6,1015.8204300000001,966.303226,28.493547999999997,22.593548000000002,16.503226,79.75,5.1444,2.1573290000000003,96.11828,,"-12.557854
","-41.388808
"
2018-06-30,18.0,,68.827949,68.827949,191.6,7.944444,,142.2,1017.918889,968.0155560000001,27.496667,21.154667,15.203332999999999,83.975,4.11552,1.88628,96.155556,,"-12.557854
","-41.388808
"
2018-07-31,18.0,,68.734267,60.282773,215.2,7.177419,,24.6,1018.502151,968.501075,27.83871,20.90129,14.645160999999998,80.637097,4.11552,2.129671,96.11828,,"-12.557854
","-41.388808
"
2018-08-31,14.0,,85.063559,49.828524,190.7,7.284946000000001,,18.6,1017.9150539999999,968.298925,29.758065000000002,22.34129,15.409676999999999,75.145161,5.1444,2.118608,96.0,,"-12.557854
","-41.388808
"
2018-09-30,9.0,,101.420743,32.93945,220.7,6.111111,,13.6,1015.178889,965.928889,31.96,23.93,16.763333,64.525,4.11552,2.149216,96.088889,,"-12.557854
","-41.388808
"
2018-10-31,18.0,,130.437964,130.437964,203.8,6.908602,,150.4,1012.7279570000001,963.902151,33.003226,25.47,18.4,63.129031999999995,5.1444,2.218177,96.07526899999999,,"-12.557854
","-41.388808
"
2018-11-30,18.0,,113.323899,106.167442,164.8,8.0,,102.8,1012.8788890000001,963.841111,30.836667,24.462667,18.213333,71.625,5.1444,2.2292400000000003,96.0,,"-12.557854
","-41.388808
"
2018-12-31,18.0,,111.898132,111.898132,185.1,7.8763440000000005,,195.0,1013.416129,964.3,30.474194,23.967097,17.612903,78.112903,5.1444,2.05776,96.064516,,"-12.557854
","-41.388808
"
2019-01-31,18.0,,134.53724,75.429601,239.5,7.862903,,2.0,1013.766667,964.969892,32.764516,25.716773999999997,18.393548000000003,65.94354799999999,5.1444,2.279025,96.107527,,"-12.557854
","-41.388808
"
2019-02-28,18.0,,137.875011,74.638494,196.4,7.380952000000001,,60.3,1010.9,962.442857,34.782143,26.996429,19.442857,60.95535699999999,3.08664,1.923026,96.11904799999999,,"-12.557854
","-41.388808
"
2019-03-31,18.0,,134.035021,134.035021,257.2,7.258064999999999,,173.7,1012.430108,963.606452,33.503226,25.917419,18.719355,69.314516,5.1444,2.317746,96.182796,,"-12.557854
","-41.388808
"
2019-04-30,18.0,,110.40735,110.40735,209.9,8.125,,118.4,1012.9844439999999,964.043333,31.05,24.833333,18.93,77.45,3.08664,2.40072,96.05555600000001,,"-12.557854
","-41.388808
"
2019-05-31,18.0,,99.24130600000001,85.018299,203.6,7.580645,,71.5,1014.02043,964.798925,29.774194,23.855484,18.154839000000003,79.104839,4.11552,1.9747860000000002,96.07526899999999,,"-12.557854
","-41.388808
"
2019-06-30,18.0,,75.281094,59.366693000000005,186.1,7.58427,,49.1,1018.074444,968.376667,28.346667,21.934667,15.683333,81.94166700000001,5.1444,2.566484,96.06666700000001,,"-12.557854
","-41.388808
"
2019-07-31,18.0,,66.93483499999999,66.93483499999999,191.2,6.413043,,44.4,1018.4315220000001,968.365217,27.587096999999996,20.557333,14.023333,83.266129,5.1444,2.3037970000000003,96.086957,,"-12.557854
","-41.388808
"
2019-08-31,18.0,,74.030886,73.229747,198.1,8.346774,,61.1,1019.7548390000001,969.760215,27.709677000000003,21.331332999999997,14.99,79.475806,5.1444,2.317746,96.064516,,"-12.557854
","-41.388808
"
2019-09-30,18.0,,86.919524,70.491985,202.7,7.2916669999999995,,34.8,1016.476667,966.913333,30.133333,22.610345000000002,15.996552,76.166667,4.11552,2.2063759999999997,96.022222,,"-12.557854
","-41.388808
"
2019-10-31,18.0,,118.174679,103.956489,242.1,7.110214999999999,,91.9,1013.309677,964.324731,32.909677,24.789032000000002,17.319354999999998,67.94354799999999,6.68772,2.505821,96.086022,,"-12.557854
","-41.388808
"
2019-11-30,18.0,,133.598722,64.807202,228.6,6.597222,,40.5,1010.93,962.405556,33.973333000000004,,18.966667,65.825,5.1444,2.2864,96.122222,,"-12.557854
","-41.388808
"
2019-12-31,18.0,,,,268.0,6.680108000000001,,42.5,1010.9892470000001,962.5483869999999,35.051613,26.694194,18.822581,61.774193999999994,5.1444,2.804528,96.258065,,"-12.557854
","-41.388808
"
2020-01-31,14.0,,,,202.2,7.607527,,267.4,1012.021505,962.970968,31.887096999999997,25.043226,18.819354999999998,77.08064499999999,5.1444,2.0743549999999997,96.129032,,"-12.557854
","-41.388808
"
2020-02-29,18.0,,,,201.2,7.4425289999999995,,38.3,1011.7436779999999,963.009195,32.358621,25.68,19.393103,76.025862,3.08664,1.7029740000000002,96.011494,,"-12.557854
","-41.388808
"
2020-03-31,18.0,,,,173.0,8.763441,,314.7,1012.2440859999999,963.2290320000001,30.870967999999998,24.465806,18.358065,83.282258,5.1444,2.019039,96.0,,"-12.557854
","-41.388808
"
2020-04-30,18.0,,,,148.3,8.607955,,230.9,1014.0875,964.869318,29.365516999999997,23.704138,17.936667,84.672414,5.1444,1.864845,95.977273,,"-12.557854
","-41.388808
"
2020-05-31,,,,,,,,,,,,,,,,,,,"-12.557854
","-41.388808
"
2020-06-30,18.0,,,,157.9,8.013889,19.0,87.3,1017.831111,967.947778,26.55,21.167333,15.586667000000002,88.158333,5.1444,1.983452,96.06666700000001,,"-12.557854
","-41.388808
"
2020-07-31,18.0,,,,194.8,7.594086,16.0,85.3,1018.1096769999999,968.421505,26.767742,20.521935,14.493548,86.129032,5.1444,2.0964810000000003,96.021505,,"-12.557854
","-41.388808
"
