datahora,satelite,pais,estado,municipio,bioma,diasemchuva,precipitacao,riscofogo,latitude,longitude,frp,areaprotegida
2018/08/15 23:09:19,NOAA-18,Brasil,BAHIA,PALMEIRAS,Caatinga,2,0.0,0.9,-12.644944,-41.561466,,PARNA DA CHAPADA DA DIAMANTINA
2018/10/16 04:00:00,AQUA_M-M,Brasil,BAHIA,ITAETE,Caatinga,23,4.6,1.0,-13145,-41.26,9.7,PARNA DA CHAPADA DA DIAMANTINA
2018/10/13 15:54:00,NPP-375,Brasil,BAHIA,ITAETE,Caatinga,22,0.0,1.0,-13.18236,-41.21101,12.2,PARNA DA CHAPADA DA DIAMANTINA
2018/09/18 17:06:00,NPP-375,Brasil,BAHIA,ITAETE,Caatinga,14,0.0,1.0,-12.99259,-41.16305,8.6,PARNA DA CHAPADA DA DIAMANTINA
2018/10/19 00:28:36,METOP-B,Brasil,BAHIA,IBICOARA,Caatinga,2,1.0,1.0,-13.2809,-41.380699,,PARNA DA CHAPADA DA DIAMANTINA
2018/03/03 18:54:48,NOAA-19,Brasil,BAHIA,MUCUGE,Caatinga,0,0.0,0.7,-12.8241,-41494,,PARNA DA CHAPADA DA DIAMANTINA
2018/10/18 23:34:04,GOES-16,Brasil,BAHIA,IBICOARA,Caatinga,2,0.0,1.0,-13.32,-41.39,,PARNA DA CHAPADA DA DIAMANTINA
2018/10/15 04:24:00,NPP-375,Brasil,BAHIA,IBICOARA,Caatinga,38,0.0,1.0,-13.3824,-41.17727,1.1,PARNA DA CHAPADA DA DIAMANTINA
2018/10/14 15:04:07,MSG-03,Brasil,BAHIA,MUCUGE,Caatinga,23,0.0,1.0,-13.19,-41.22,,PARNA DA CHAPADA DA DIAMANTINA
2018/08/15 18:57:40,NOAA-19,Brasil,BAHIA,PALMEIRAS,Caatinga,2,0.0,1.0,-12.598409,-41.553162,,PARNA DA CHAPADA DA DIAMANTINA
2018/10/13 03:24:00,NPP-375,Brasil,BAHIA,MUCUGE,Caatinga,21,0.0,1.0,-13.18015,-41.22253,5.0,PARNA DA CHAPADA DA DIAMANTINA
2018/08/09 16:12:00,NPP-375,Brasil,BAHIA,ITAETE,Caatinga,81,0.0,1.0,-13.12446,-41.04757,3.6,PARNA DA CHAPADA DA DIAMANTINA
2018/10/01 16:24:00,NPP-375,Brasil,BAHIA,MUCUGE,Caatinga,26,0.0,1.0,-13.02307,-41.49567,8.1,PARNA DA CHAPADA DA DIAMANTINA
2018/03/04 03:00:00,NPP-375,Brasil,BAHIA,MUCUGE,Caatinga,0,0.0,1.0,-12.83494,-41.50143,,PARNA DA CHAPADA DA DIAMANTINA
2018/03/05 17:00:00,NPP-375,Brasil,BAHIA,MUCUGE,Caatinga,0,0.8,1.0,-12.8417,-41.46714,,PARNA DA CHAPADA DA DIAMANTINA
