datahora,satelite,pais,estado,municipio,bioma,diasemchuva,precipitacao,riscofogo,latitude,longitude,frp,areaprotegida
2020/05/01 03:59:17,NOAA-20,Brasil,BAHIA,MUCUGE,Caatinga,8,0.0,0.6,-13.10364,-41.45999000000001,,PARNA DA CHAPADA DA DIAMANTINA
2020/01/15 03:18:00,NPP-375,Brasil,BAHIA,MUCUGE,Caatinga,8,0.0,0.1,-13.22863,-41357,1.0,PARNA DA CHAPADA DA DIAMANTINA
2020/07/16 22:24:05,GOES-16,Brasil,BAHIA,MUCUGE,Caatinga,49,0.0,0.9,-12.97,-41.48,,PARNA DA CHAPADA DA DIAMANTINA
2020/05/01 03:59:17,NOAA-20,Brasil,BAHIA,MUCUGE,Caatinga,8,0.0,0.6,-13.10694,-41.46053,,PARNA DA CHAPADA DA DIAMANTINA
2020/02/26 16:49:08,NOAA-20,Brasil,BAHIA,MUCUGE,Caatinga,2,0.0,0.6,-13.08887,-41.47659,,PARNA DA CHAPADA DA DIAMANTINA
2020/05/03 00:04:17,METOP-B,Brasil,BAHIA,MUCUGE,Caatinga,10,0.0,0.7,-13.0974,-41.4683,,PARNA DA CHAPADA DA DIAMANTINA
2020/07/14 00:09:50,NOAA-18D,Brasil,BAHIA,MUCUGE,Caatinga,46,0.0,1.0,-12.989064,-41.514416,,PARNA DA CHAPADA DA DIAMANTINA
2020/05/01 03:59:17,NOAA-20,Brasil,BAHIA,MUCUGE,Caatinga,8,0.0,0.9,-13.10585,-41.44589000000001,,PARNA DA CHAPADA DA DIAMANTINA
2020/06/19 17:34:05,GOES-16,Brasil,BAHIA,MUCUGE,Caatinga,21,0.0,1.0,-13.0,-41.55,,PARNA DA CHAPADA DA DIAMANTINA
2020/06/03 16:12:20,NOAA-20,Brasil,BAHIA,MUCUGE,Caatinga,8,0.1,1.0,-13.28261,-41.31244,,PARNA DA CHAPADA DA DIAMANTINA
2020/02/11 03:59:07,NOAA-20,Brasil,BAHIA,IBICOARA,Caatinga,1,0.0,0.1,-13.36345,-41.34327,,PARNA DA CHAPADA DA DIAMANTINA
2020/01/12 01:10:00,TERRA_M-M,Brasil,BAHIA,MUCUGE,Caatinga,5,0.0,0.0,-13228,-41363,7.5,PARNA DA CHAPADA DA DIAMANTINA
2020/01/14 13:30:00,TERRA_M-T,Brasil,BAHIA,MUCUGE,Caatinga,7,0.0,0.1,-13098,-41418,20.5,PARNA DA CHAPADA DA DIAMANTINA
2020/05/01 03:12:00,NPP-375,Brasil,BAHIA,MUCUGE,Caatinga,8,0.0,0.6,-13.10023,-41.47513,1.2,PARNA DA CHAPADA DA DIAMANTINA
2020/05/31 16:18:00,NPP-375,Brasil,BAHIA,PALMEIRAS,Caatinga,5,0.0,0.9,-12.70783,-41.4824,9.3,PARNA DA CHAPADA DA DIAMANTINA
2020/05/01 03:59:17,NOAA-20,Brasil,BAHIA,MUCUGE,Caatinga,8,0.0,0.8,-13.1053,-41.44942,,PARNA DA CHAPADA DA DIAMANTINA
2020/05/02 21:31:43,NOAA-19,Brasil,BAHIA,MUCUGE,Caatinga,9,0.0,0.7,-13.146919,-41.46152100000001,,PARNA DA CHAPADA DA DIAMANTINA
2020/07/06 04:12:00,NPP-375,Brasil,BAHIA,PALMEIRAS,Caatinga,41,0.0,1.0,-12.66656,-41.51742,1.6,PARNA DA CHAPADA DA DIAMANTINA
2020/01/12 03:21:57,NOAA-20,Brasil,BAHIA,MUCUGE,Caatinga,5,0.0,0.0,-13.22492,-41.35992,,PARNA DA CHAPADA DA DIAMANTINA
2020/07/13 00:35:20,METOP-B,Brasil,BAHIA,MUCUGE,Caatinga,46,0.0,1.0,-12.9642,-41.4814,,PARNA DA CHAPADA DA DIAMANTINA
2020/05/31 16:18:00,NPP-375,Brasil,BAHIA,PALMEIRAS,Caatinga,5,0.0,1.0,-12.70447,-41.48296,9.3,PARNA DA CHAPADA DA DIAMANTINA
2020/05/01 04:48:00,NPP-375,Brasil,BAHIA,MUCUGE,Caatinga,8,0.0,0.6,-13.1069,-41.46013,10.0,PARNA DA CHAPADA DA DIAMANTINA
