,datahora,satelite,pais,estado,municipio,bioma,diasemchuva,precipitacao,riscofogo,latitude,longitude,frp,areaprotegida
0,2015/05/07 16:34:00,NPP-375,Brasil,BAHIA,NOVA REDENCAO,Caatinga,5,0.0,1.0,-12.867560000000001,-41.21849,,PARNA DA CHAPADA DA DIAMANTINA
1,2016/09/16 21:01:40,NOAA-18,Brasil,BAHIA,NOVA REDENCAO,Caatinga,10,0.0,1.0,-12.808,-41.258,,PARNA DA CHAPADA DA DIAMANTINA
2,2017/10/03 22:19:08,GOES-16,Brasil,BAHIA,NOVA REDENCAO,Caatinga,0,0.0,1.0,-12.82,-41.23,,PARNA DA CHAPADA DA DIAMANTINA
3,2017/10/03 21:49:07,GOES-16,Brasil,BAHIA,NOVA REDENCAO,Caatinga,0,0.0,1.0,-12.82,-41.23,,PARNA DA CHAPADA DA DIAMANTINA
4,2017/10/03 21:34:08,GOES-16,Brasil,BAHIA,NOVA REDENCAO,Caatinga,0,0.0,1.0,-12.82,-41.23,,PARNA DA CHAPADA DA DIAMANTINA
5,2017/10/03 22:04:09,GOES-16,Brasil,BAHIA,NOVA REDENCAO,Caatinga,0,0.0,1.0,-12.82,-41.23,,PARNA DA CHAPADA DA DIAMANTINA
6,2018/08/09 16:35:00,AQUA_M-T,Brasil,BAHIA,NOVA REDENCAO,Caatinga,36,0.0,1.0,-12.812999999999999,-41.254,17.4,PARNA DA CHAPADA DA DIAMANTINA
7,2019/09/17 15:43:55,NOAA-20,Brasil,BAHIA,NOVA REDENCAO,Caatinga,34,0.0,1.0,-12.86776,-41.22263,,PARNA DA CHAPADA DA DIAMANTINA
