,datahora,satelite,pais,estado,municipio,bioma,diasemchuva,precipitacao,riscofogo,latitude,longitude,frp,areaprotegida
0,2015/11/13 16:00:00,MSG-03,Brasil,BAHIA,PALMEIRAS,Caatinga,13,0.0,1.0,-12.48,-41.52,,PARNA DA CHAPADA DA DIAMANTINA
1,2015/09/15 16:30:00,GOES-13,Brasil,BAHIA,PALMEIRAS,Caatinga,23,0.0,1.0,-12.7,-41.49,,PARNA DA CHAPADA DA DIAMANTINA
2,2015/09/15 18:30:00,MSG-03,Brasil,BAHIA,PALMEIRAS,Caatinga,24,0.0,1.0,-12.69,-41.53,,PARNA DA CHAPADA DA DIAMANTINA
3,2015/12/06 04:04:00,NPP-375,Brasil,BAHIA,PALMEIRAS,Caatinga,7,23.6,0.2,-12.59976,-41.45496,,PARNA DA CHAPADA DA DIAMANTINA
4,2015/11/14 16:33:00,AQUA_M-T,Brasil,BAHIA,PALMEIRAS,Caatinga,14,0.0,1.0,-12.44,-41.464,,PARNA DA CHAPADA DA DIAMANTINA
5,2015/09/15 04:43:00,NPP-375,Brasil,BAHIA,PALMEIRAS,Caatinga,23,0.0,1.0,-12.70238,-41.46747,,PARNA DA CHAPADA DA DIAMANTINA
6,2015/11/13 22:15:00,MSG-03,Brasil,BAHIA,PALMEIRAS,Caatinga,13,0.0,1.0,-12.48,-41.48,,PARNA DA CHAPADA DA DIAMANTINA
7,2015/11/13 20:30:00,MSG-03,Brasil,BAHIA,PALMEIRAS,Caatinga,13,0.0,1.0,-12.48,-41.48,,PARNA DA CHAPADA DA DIAMANTINA
8,2015/11/13 16:30:00,MSG-03,Brasil,BAHIA,PALMEIRAS,Caatinga,13,0.0,1.0,-12.46,-41.52,,PARNA DA CHAPADA DA DIAMANTINA
9,2015/11/14 16:51:00,NPP-375,Brasil,BAHIA,PALMEIRAS,Caatinga,14,0.0,1.0,-12.51315,-41.49387,,PARNA DA CHAPADA DA DIAMANTINA
10,2015/09/15 17:17:00,NPP-375,Brasil,BAHIA,PALMEIRAS,Caatinga,23,0.0,1.0,-12.70013,-41.46671,,PARNA DA CHAPADA DA DIAMANTINA
11,2015/12/11 02:00:00,GOES-13,Brasil,BAHIA,PALMEIRAS,Caatinga,5,0.0,0.9,-12.62,-41.48,,PARNA DA CHAPADA DA DIAMANTINA
12,2015/11/13 15:50:00,AQUA_M-T,Brasil,BAHIA,PALMEIRAS,Caatinga,14,0.0,1.0,-12.465,-41.443000000000005,,PARNA DA CHAPADA DA DIAMANTINA
13,2015/11/14 16:51:00,NPP-375,Brasil,BAHIA,PALMEIRAS,Caatinga,14,0.0,1.0,-12.50537,-41.5053,,PARNA DA CHAPADA DA DIAMANTINA
14,2015/11/16 03:39:00,NPP-375,Brasil,BAHIA,PALMEIRAS,Caatinga,15,4.5,1.0,-12.66418,-41.46598,,PARNA DA CHAPADA DA DIAMANTINA
15,2015/11/14 13:30:00,GOES-13,Brasil,BAHIA,PALMEIRAS,Caatinga,14,0.0,1.0,-12.5,-41.5,,PARNA DA CHAPADA DA DIAMANTINA
16,2015/10/10 16:07:00,NPP-375,Brasil,BAHIA,PALMEIRAS,Caatinga,47,0.0,1.0,-12.663160000000001,-41.60855,,PARNA DA CHAPADA DA DIAMANTINA
17,2015/11/20 04:05:00,NPP-375,Brasil,BAHIA,PALMEIRAS,Caatinga,3,0.1,1.0,-12.6767,-41.46087,,PARNA DA CHAPADA DA DIAMANTINA
18,2015/11/13 15:15:00,MSG-03,Brasil,BAHIA,PALMEIRAS,Caatinga,13,0.0,1.0,-12.46,-41.52,,PARNA DA CHAPADA DA DIAMANTINA
19,2015/11/15 05:04:29,NOAA-19D,Brasil,BAHIA,PALMEIRAS,Caatinga,15,0.0,1.0,-12.517999999999999,-41.498000000000005,,PARNA DA CHAPADA DA DIAMANTINA
20,2015/12/13 17:28:11,NOAA-19,Brasil,BAHIA,PALMEIRAS,Caatinga,7,0.0,0.9,-12.619000000000002,-41.463,,PARNA DA CHAPADA DA DIAMANTINA
21,2015/11/13 22:15:00,MSG-03,Brasil,BAHIA,PALMEIRAS,Caatinga,13,0.0,1.0,-12.45,-41.47,,PARNA DA CHAPADA DA DIAMANTINA
22,2015/11/20 20:22:20,NOAA-18,Brasil,BAHIA,PALMEIRAS,Caatinga,3,0.3,1.0,-12.690999999999999,-41.5,,PARNA DA CHAPADA DA DIAMANTINA
23,2015/11/25 17:30:14,NOAA-19,Brasil,BAHIA,PALMEIRAS,Caatinga,4,22.2,0.8,-12.525,-41.50899999999999,,PARNA DA CHAPADA DA DIAMANTINA
24,2015/12/10 17:03:00,NPP-375,Brasil,BAHIA,PALMEIRAS,Caatinga,4,0.0,1.0,-12.597439999999999,-41.471920000000004,,PARNA DA CHAPADA DA DIAMANTINA
25,2015/11/14 16:51:00,NPP-375,Brasil,BAHIA,PALMEIRAS,Caatinga,14,0.0,1.0,-12.507010000000001,-41.514379999999996,,PARNA DA CHAPADA DA DIAMANTINA
26,2015/12/19 03:20:00,NPP-375,Brasil,BAHIA,PALMEIRAS,Caatinga,10,1.1,1.0,-12.60685,-41.47871,,PARNA DA CHAPADA DA DIAMANTINA
27,2015/11/13 17:10:00,NPP-375,Brasil,BAHIA,PALMEIRAS,Caatinga,13,0.0,1.0,-12.4844,-41.48563,,PARNA DA CHAPADA DA DIAMANTINA
28,2015/11/19 16:57:00,NPP-375,Brasil,BAHIA,PALMEIRAS,Caatinga,2,0.3,1.0,-12.67506,-41.465070000000004,,PARNA DA CHAPADA DA DIAMANTINA
29,2015/11/14 13:45:00,MSG-03,Brasil,BAHIA,PALMEIRAS,Caatinga,14,0.0,1.0,-12.48,-41.52,,PARNA DA CHAPADA DA DIAMANTINA
30,2015/11/25 17:30:14,NOAA-19,Brasil,BAHIA,PALMEIRAS,Caatinga,5,20.7,1.0,-12.512,-41.494,,PARNA DA CHAPADA DA DIAMANTINA
31,2015/11/14 01:15:00,TERRA_M-M,Brasil,BAHIA,PALMEIRAS,Caatinga,14,0.0,1.0,-12.444,-41.476000000000006,,PARNA DA CHAPADA DA DIAMANTINA
32,2015/11/13 15:50:00,AQUA_M-T,Brasil,BAHIA,PALMEIRAS,Caatinga,13,0.0,1.0,-12.48,-41.48,,PARNA DA CHAPADA DA DIAMANTINA
33,2015/09/15 15:36:00,NPP-375,Brasil,BAHIA,PALMEIRAS,Caatinga,22,0.0,1.0,-12.70815,-41.49831,,PARNA DA CHAPADA DA DIAMANTINA
34,2015/09/15 16:08:00,AQUA_M-T,Brasil,BAHIA,PALMEIRAS,Caatinga,23,0.0,1.0,-12.7,-41.507,,PARNA DA CHAPADA DA DIAMANTINA
35,2015/11/15 00:30:00,GOES-13,Brasil,BAHIA,PALMEIRAS,Caatinga,15,0.0,1.0,-12.54,-41.49,,PARNA DA CHAPADA DA DIAMANTINA
36,2015/12/11 04:11:00,NPP-375,Brasil,BAHIA,PALMEIRAS,Caatinga,5,0.0,0.9,-12.60031,-41.48597,,PARNA DA CHAPADA DA DIAMANTINA
37,2015/12/11 04:11:00,NPP-375,Brasil,BAHIA,PALMEIRAS,Caatinga,5,0.0,0.8,-12.58734,-41.4801,,PARNA DA CHAPADA DA DIAMANTINA
38,2015/11/13 15:30:00,MSG-03,Brasil,BAHIA,PALMEIRAS,Caatinga,13,0.0,1.0,-12.46,-41.52,,PARNA DA CHAPADA DA DIAMANTINA
