,datahora,satelite,pais,estado,municipio,bioma,diasemchuva,precipitacao,riscofogo,latitude,longitude,frp,areaprotegida
0,2015/12/13 16:07:00,NPP-375,Brasil,BAHIA,LENCOIS,Caatinga,7,0.0,0.9,-12.43319,-41.38453,,PARNA DA CHAPADA DA DIAMANTINA
1,2015/11/13 16:30:00,GOES-13,Brasil,BAHIA,LENCOIS,Caatinga,14,0.0,1.0,-12.5,-41.44,,PARNA DA CHAPADA DA DIAMANTINA
2,2015/12/11 04:11:00,NPP-375,Brasil,BAHIA,LENCOIS,Caatinga,5,0.0,0.6,-12.58895,-41.44637,,PARNA DA CHAPADA DA DIAMANTINA
3,2015/12/14 01:27:00,TERRA_M-M,Brasil,BAHIA,LENCOIS,Caatinga,8,0.0,0.7,-12.595999999999998,-41.42100000000001,,PARNA DA CHAPADA DA DIAMANTINA
4,2015/11/14 16:51:00,NPP-375,Brasil,BAHIA,LENCOIS,Caatinga,15,0.0,1.0,-12.49264,-41.43933,,PARNA DA CHAPADA DA DIAMANTINA
5,2015/11/12 20:14:01,NOAA-18,Brasil,BAHIA,LENCOIS,Caatinga,12,0.0,1.0,-12.488,-41.446000000000005,,PARNA DA CHAPADA DA DIAMANTINA
6,2015/12/06 04:04:00,NPP-375,Brasil,BAHIA,LENCOIS,Caatinga,7,23.3,0.2,-12.59424,-41.44682,,PARNA DA CHAPADA DA DIAMANTINA
7,2015/11/22 03:27:00,NPP-375,Brasil,BAHIA,LENCOIS,Caatinga,4,0.1,1.0,-12.66494,-41.44408,,PARNA DA CHAPADA DA DIAMANTINA
8,2015/11/15 03:58:00,NPP-375,Brasil,BAHIA,LENCOIS,Caatinga,16,0.0,1.0,-12.49302,-41.43229,,PARNA DA CHAPADA DA DIAMANTINA
9,2015/11/18 15:36:00,NPP-375,Brasil,BAHIA,LENCOIS,Caatinga,0,0.0,1.0,-12.50976,-41.43874,,PARNA DA CHAPADA DA DIAMANTINA
10,2015/12/12 16:26:00,NPP-375,Brasil,BAHIA,LENCOIS,Caatinga,6,0.0,0.7,-12.42583,-41.37299,,PARNA DA CHAPADA DA DIAMANTINA
11,2015/12/15 04:36:00,NPP-375,Brasil,BAHIA,LENCOIS,Caatinga,9,0.0,0.7,-12.59506,-41.41362,,PARNA DA CHAPADA DA DIAMANTINA
12,2015/11/13 17:10:00,NPP-375,Brasil,BAHIA,LENCOIS,Caatinga,14,0.0,1.0,-12.486360000000001,-41.42908,,PARNA DA CHAPADA DA DIAMANTINA
13,2015/11/17 17:19:55,NOAA-19,Brasil,BAHIA,LENCOIS,Caatinga,17,1.3,1.0,-12.513,-41.446000000000005,,PARNA DA CHAPADA DA DIAMANTINA
14,2015/12/11 04:11:00,NPP-375,Brasil,BAHIA,LENCOIS,Caatinga,5,0.0,0.5,-12.58668,-41.438390000000005,,PARNA DA CHAPADA DA DIAMANTINA
15,2015/11/15 03:58:00,NPP-375,Brasil,BAHIA,LENCOIS,Caatinga,16,0.0,1.0,-12.48981,-41.40915,,PARNA DA CHAPADA DA DIAMANTINA
16,2015/11/13 15:29:00,NPP-375,Brasil,BAHIA,LENCOIS,Caatinga,13,0.0,1.0,-12.4856,-41.464909999999996,,PARNA DA CHAPADA DA DIAMANTINA
17,2015/11/15 03:58:00,NPP-375,Brasil,BAHIA,LENCOIS,Caatinga,16,0.0,1.0,-12.457310000000001,-41.41523,,PARNA DA CHAPADA DA DIAMANTINA
18,2015/11/13 13:30:00,GOES-13,Brasil,BAHIA,LENCOIS,Caatinga,14,0.0,1.0,-12.47,-41.42,,PARNA DA CHAPADA DA DIAMANTINA
19,2015/11/16 01:03:00,TERRA_M-M,Brasil,BAHIA,LENCOIS,Caatinga,15,4.6,0.9,-12.662,-41.461000000000006,,PARNA DA CHAPADA DA DIAMANTINA
20,2015/11/16 01:30:00,GOES-13,Brasil,BAHIA,LENCOIS,Caatinga,17,0.3,1.0,-12.5,-41.41,,PARNA DA CHAPADA DA DIAMANTINA
