,datahora,satelite,pais,estado,municipio,bioma,diasemchuva,precipitacao,riscofogo,latitude,longitude,frp,areaprotegida
0,2015/09/16 16:58:00,NPP-375,Brasil,BAHIA,IRAMAIA,Caatinga,12,0.0,1.0,-13.31329,-41.09373,,PARNA DA CHAPADA DA DIAMANTINA
1,2015/10/08 20:15:02,NOAA-18,Brasil,BAHIA,IRAMAIA,Caatinga,18,0.0,1.0,-13.325999999999999,-41.115,,PARNA DA CHAPADA DA DIAMANTINA
2,2015/09/09 20:47:29,NOAA-18,Brasil,BAHIA,IRAMAIA,Caatinga,11,0.0,1.0,-13.292,-41.09,,PARNA DA CHAPADA DA DIAMANTINA
3,2015/09/16 16:58:00,NPP-375,Brasil,BAHIA,IRAMAIA,Caatinga,12,0.0,1.0,-13.3127,-41.09064,,PARNA DA CHAPADA DA DIAMANTINA
4,2015/10/08 20:15:02,NOAA-18,Brasil,BAHIA,IRAMAIA,Caatinga,18,0.0,1.0,-13.324000000000002,-41.1,,PARNA DA CHAPADA DA DIAMANTINA
5,2015/10/21 16:01:00,NPP-375,Brasil,BAHIA,IRAMAIA,Caatinga,22,0.0,1.0,-13.324470000000002,-41.10284,,PARNA DA CHAPADA DA DIAMANTINA
6,2015/10/08 20:15:02,NOAA-18,Brasil,BAHIA,IRAMAIA,Caatinga,18,0.0,1.0,-13.325,-41.108000000000004,,PARNA DA CHAPADA DA DIAMANTINA
7,2016/10/24 15:40:00,NPP-375,Brasil,BAHIA,IRAMAIA,Caatinga,14,0.0,1.0,-13.32345,-41.09834,,PARNA DA CHAPADA DA DIAMANTINA
8,2016/09/07 17:01:00,NPP-375,Brasil,BAHIA,IRAMAIA,Caatinga,8,0.0,1.0,-13.313239999999999,-41.09987,,PARNA DA CHAPADA DA DIAMANTINA
9,2016/10/24 15:40:00,NPP-375,Brasil,BAHIA,IRAMAIA,Caatinga,14,0.0,1.0,-13.32257,-41.099140000000006,,PARNA DA CHAPADA DA DIAMANTINA
10,2017/01/27 16:00:00,GOES-13,Brasil,BAHIA,IRAMAIA,Caatinga,0,0.0,1.0,-13.29,-41.1,,PARNA DA CHAPADA DA DIAMANTINA
11,2017/09/26 17:01:00,NPP-375,Brasil,BAHIA,IRAMAIA,Caatinga,0,0.0,1.0,-13.3021,-41.0991,,PARNA DA CHAPADA DA DIAMANTINA
12,2017/01/27 18:30:00,GOES-13,Brasil,BAHIA,IRAMAIA,Caatinga,0,0.0,1.0,-13.29,-41.1,,PARNA DA CHAPADA DA DIAMANTINA
13,2017/10/14 22:03:01,NOAA-18,Brasil,BAHIA,IRAMAIA,Caatinga,0,0.0,1.0,-13.2892,-41.0953,,PARNA DA CHAPADA DA DIAMANTINA
14,2018/09/29 17:00:00,NPP-375,Brasil,BAHIA,IRAMAIA,Caatinga,19,0.0,1.0,-13.288170000000001,-41.09055,6.3,PARNA DA CHAPADA DA DIAMANTINA
15,2018/10/14 19:34:02,GOES-16,Brasil,BAHIA,IRAMAIA,Caatinga,38,0.0,1.0,-13.38,-41.15,,PARNA DA CHAPADA DA DIAMANTINA
16,2018/09/22 15:48:00,NPP-375,Brasil,BAHIA,IRAMAIA,Caatinga,13,0.0,1.0,-13.33054,-41.09544,2.6,PARNA DA CHAPADA DA DIAMANTINA
17,2018/10/14 19:19:03,GOES-16,Brasil,BAHIA,IRAMAIA,Caatinga,38,0.0,1.0,-13.38,-41.15,,PARNA DA CHAPADA DA DIAMANTINA
18,2018/10/14 19:04:04,GOES-16,Brasil,BAHIA,IRAMAIA,Caatinga,38,0.0,1.0,-13.38,-41.15,,PARNA DA CHAPADA DA DIAMANTINA
19,2019/04/18 16:33:38,NOAA-20,Brasil,BAHIA,IRAMAIA,Caatinga,3,1.9,0.3,-13.34206,-41.12657,,PARNA DA CHAPADA DA DIAMANTINA
