,datahora,satelite,pais,estado,municipio,bioma,diasemchuva,precipitacao,riscofogo,latitude,longitude,frp,areaprotegida
0,2015/08/05 04:12:00,NPP-375,Brasil,BAHIA,MUCUGE,Caatinga,9,0.0,1.0,-13.03432,-41.443090000000005,,PARNA DA CHAPADA DA DIAMANTINA
1,2015/08/25 13:01:00,TERRA_M-T,Brasil,BAHIA,ANDARAI,Caatinga,1,0.5,1.0,-12.735999999999999,-41.273999999999994,,PARNA DA CHAPADA DA DIAMANTINA
2,2015/08/27 16:33:00,NPP-375,Brasil,BAHIA,IBICOARA,Caatinga,7,0.0,1.0,-13.238560000000001,-41.403240000000004,,PARNA DA CHAPADA DA DIAMANTINA
3,2015/08/22 16:27:00,NPP-375,Brasil,BAHIA,ITAETE,Caatinga,2,0.0,1.0,-13.13079,-41.0781,,PARNA DA CHAPADA DA DIAMANTINA
4,2015/08/08 20:13:36,NOAA-18,Brasil,BAHIA,MUCUGE,Caatinga,9,0.1,1.0,-13.062000000000001,-41.369,,PARNA DA CHAPADA DA DIAMANTINA
5,2015/08/08 20:13:36,NOAA-18,Brasil,BAHIA,MUCUGE,Caatinga,9,0.1,1.0,-13.061,-41.361000000000004,,PARNA DA CHAPADA DA DIAMANTINA
6,2015/08/08 20:13:35,NOAA-18,Brasil,BAHIA,MUCUGE,Caatinga,9,0.1,1.0,-13.071,-41.358999999999995,,PARNA DA CHAPADA DA DIAMANTINA
7,2015/08/26 16:52:00,NPP-375,Brasil,BAHIA,ANDARAI,Caatinga,3,4.8,1.0,-12.55712,-41.292320000000004,,PARNA DA CHAPADA DA DIAMANTINA
8,2015/08/08 20:13:35,NOAA-18,Brasil,BAHIA,MUCUGE,Caatinga,9,0.1,1.0,-13.08,-41.356,,PARNA DA CHAPADA DA DIAMANTINA
9,2015/08/22 16:27:00,NPP-375,Brasil,BAHIA,MUCUGE,Caatinga,3,0.0,1.0,-12.95242,-41.47862,,PARNA DA CHAPADA DA DIAMANTINA
10,2015/08/27 16:33:00,NPP-375,Brasil,BAHIA,LENCOIS,Caatinga,0,0.0,1.0,-12.56573,-41.348890000000004,,PARNA DA CHAPADA DA DIAMANTINA
